Title,Link,RankOverall,YearPublished,UsersRated,AverageRating,Baverage,StandardDeviation,AverageWeight,NumberOfWeights,NumberOfPlays,NumAwardsHonors,PlayerCountRecomm_min,PlayerCountRecomm_max,PlayerCountBest_min,PlayerCountBest_max,PlayerCount_votes,MinPlayTime,MaxPlayTime,GameCategory_1,RankCategory_1,ScoreCategory_1,Mechanics,AmazonPrice,GameCategory_2,RankCategory_2,ScoreCategory_2,GameCategory_3,RankCategory_3,ScoreCategory_3
Illuminati ,https://boardgamegeek.com/boardgame/28/illuminati,1242,1987,5144,6.47264,6.12404,1.5987,2.6552,435,3968,0,3,6,4,4.0,60,60,180,Thematic,593,6.16365,"Dice Rolling
Network and Route Building
Open Drafting
Tile Placement
Variable Player Powers
",$39.95,Strategy ,1293,6.09949,,,
Unmatched: Buffy the Vampire Slayer ,https://boardgamegeek.com/boardgame/315060/unmatched-buffy-vampire-slayer,1243,2020,978,7.57799,6.12546,1.30856,2,9,1509,0,2,4,2,2.0,7,20,40,Strategy ,1075,6.25562,"Action Points
Card Play Conflict Resolution
Hand Management
Line of Sight
Point to Point Movement
Take That
",$44.95,Family ,614,6.28833,,,
Code 777 ,https://boardgamegeek.com/boardgame/443/code-777,1244,1985,2084,6.72722,6.12336,1.39615,2.322,118,6328,1,3,5,4,4.0,33,60,60,Abstract ,93,6.51431,"Paper-and-Pencil
",Unknown,Family ,670,6.23948,,,
Warhammer Quest: Silver Tower ,https://boardgamegeek.com/boardgame/197572/warhammer-quest-silver-tower,1245,2016,1251,7.43391,6.12323,1.62353,2.3448,29,2085,0,1,4,4,4.0,16,60,120,Thematic,405,6.42342,"Cooperative Game
Dice Rolling
Modular Board
Role Playing
Storytelling
Variable Player Powers
",$392.99,,,,,,
GoodCritters ,https://boardgamegeek.com/boardgame/255615/goodcritters,1246,2018,1429,7.02903,6.12298,1.30644,1.4516,31,2862,0,4,8,6,8.0,21,30,45,Party ,96,6.5347,"Bribery
Simultaneous Action Selection
Voting
",$21.28,,,,,,
Dreamscape ,https://boardgamegeek.com/boardgame/231038/dreamscape,1247,2019,1141,7.37152,6.1248,1.51782,3.1791,67,3015,0,1,3,2,2.0,45,60,90,Strategy ,1074,6.25681,"Action Points
Pattern Building
Point to Point Movement
Set Collection
Turn Order: Stat-Based
",Unknown,,,,,,
"Crusade and Revolution: The Spanish Civil War, 1936-1939 ",https://boardgamegeek.com/boardgame/31790/crusade-and-revolution-spanish-civil-war-1936-1939,1248,2013,562,8.58805,6.12247,1.18132,3.303,66,1131,1,2,2,2,2.0,22,180,480,War ,35,7.45293,"Campaign / Battle Card Driven
Dice Rolling
Hand Management
Open Drafting
Point to Point Movement
Simulation
",Unknown,,,,,,
Orbis ,https://boardgamegeek.com/boardgame/255507/orbis,1249,2018,2517,6.63823,6.12147,1.1614,2.0377,53,7068,1,2,4,3,3.0,23,45,45,Strategy ,1152,6.19681,"Auction: Dutch
End Game Bonuses
Open Drafting
Tile Placement
",$18.52,,,,,,
Iron Curtain ,https://boardgamegeek.com/boardgame/228411/iron-curtain,1250,2017,1298,7.09737,6.12184,1.19543,2.125,40,4389,0,2,2,2,2.0,23,20,30,War ,352,6.65893,"Area Majority / Influence
Campaign / Battle Card Driven
Hand Management
",$11.99,Strategy ,1101,6.23772,,,
Aeon's End: Legacy of Gravehold ,https://boardgamegeek.com/boardgame/331212/aeons-end-legacy-gravehold,1251,2021,643,8.13165,6.12296,1.64779,3.55,20,5140,0,1,4,2,2.0,16,60,60,Customizable,24,7.1733,"Cooperative Game
Deck, Bag, and Pool Building
Hand Management
Legacy Game
Open Drafting
Variable Phase Order
",$65.60,Strategy ,1023,6.29543,,,
Ta Yü ,https://boardgamegeek.com/boardgame/117/ta-yu,1252,1999,1538,6.95031,6.12082,1.30164,2.0671,149,4196,1,2,2,2,2.0,35,30,45,Abstract ,71,6.65009,"Connections
Team-Based Game
Tile Placement
",$149.99,,,,,,
Dual Powers: Revolution 1917 ,https://boardgamegeek.com/boardgame/241987/dual-powers-revolution-1917,1253,2018,977,7.44793,6.12101,1.22673,2.2424,66,2643,1,1,2,2,2.0,65,30,60,Strategy ,1076,6.25528,"Area Majority / Influence
Campaign / Battle Card Driven
Command Cards
Hand Management
Solo / Solitaire Game
Tug of War
",$99.95,,,,,,
Chicken Cha Cha Cha ,https://boardgamegeek.com/boardgame/3570/chicken-cha-cha-cha,1254,1997,3201,6.56293,6.12044,1.34322,1.1205,224,15710,4,2,4,4,4.0,51,15,20,Children's ,45,6.48033,"Memory
",Unknown,,,,,,
To Court the King ,https://boardgamegeek.com/boardgame/21632/court-king,1255,2006,4006,6.44962,6.11995,1.30598,1.7313,454,22035,5,2,4,3,3.0,57,45,45,Strategy ,1175,6.18038,"Dice Rolling
Open Drafting
Pattern Building
Re-rolling and Locking
",Unknown,Family ,740,6.19152,,,
Bohnanza: The Duel ,https://boardgamegeek.com/boardgame/205867/bohnanza-duel,1256,2016,1663,6.88984,6.11928,1.32345,2.0465,43,5687,1,2,2,2,2.0,16,45,45,Family ,664,6.24696,"Hand Management
Pattern Building
Set Collection
Trading
",Unknown,,,,,,
Villa Paletti ,https://boardgamegeek.com/boardgame/2596/villa-paletti,1257,2001,4279,6.41874,6.11884,1.30745,1.1622,339,12446,6,2,4,4,4.0,35,30,30,Family ,746,6.18637,"Dice Rolling
Pattern Building
Physical Removal
Stacking and Balancing
",$29.95,,,,,,
Poison ,https://boardgamegeek.com/boardgame/17025/poison,1258,2005,4075,6.45005,6.11847,1.21149,1.1944,396,16749,5,3,6,4,5.0,67,30,30,Family ,742,6.19017,"Hand Management
",Unknown,,,,,,
Star Wars Customizable Card Game ,https://boardgamegeek.com/boardgame/1270/star-wars-customizable-card-game,1259,1995,2413,6.74246,6.11895,1.92778,3.1751,217,4745,0,2,2,2,2.0,39,60,60,Customizable,94,6.35869,"Area Majority / Influence
Hand Management
Modular Board
Variable Player Powers
",Unknown,,,,,,
Lost Legacy: The Starship ,https://boardgamegeek.com/boardgame/158339/lost-legacy-starship,1260,2013,2684,6.59421,6.11882,1.27419,1.2696,115,12547,0,2,4,4,4.0,27,10,10,Family ,715,6.2086,"Hand Management
Memory
Player Elimination
",$33.99,,,,,,
River Dragons ,https://boardgamegeek.com/boardgame/634/river-dragons,1261,2000,3588,6.50212,6.1185,1.31198,1.7256,215,8727,3,3,6,4,4.0,48,30,30,Family ,733,6.19547,"Action Queue
Point to Point Movement
Simultaneous Action Selection
",Unknown,,,,,,
Horse Fever ,https://boardgamegeek.com/boardgame/58110/horse-fever,1262,2009,1624,6.94609,6.11935,1.33991,2.3654,104,2600,1,2,6,4,4.0,53,90,90,Strategy ,1121,6.22287,"Auction/Bidding
Betting and Bluffing
Variable Player Powers
",Unknown,,,,,,
Nine Tiles Panic ,https://boardgamegeek.com/boardgame/279869/nine-tiles-panic,1263,2019,1480,6.95995,6.12084,1.20902,1.2381,21,6226,0,3,5,4,5.0,18,20,20,Family ,658,6.25338,"Pattern Building
Real-Time
Tile Placement
",Unknown,,,,,,
Gods Love Dinosaurs ,https://boardgamegeek.com/boardgame/316622/gods-love-dinosaurs,1264,2020,1434,7.01433,6.11888,1.18948,2.2143,56,3374,1,2,4,3,3.0,30,30,45,Family ,644,6.26039,"Automatic Resource Growth
Grid Movement
Hexagon Grid
Map Addition
Open Drafting
Tile Placement
",$52.92,,,,,,
Tiny Epic Mechs ,https://boardgamegeek.com/boardgame/257283/tiny-epic-mechs,1265,2019,2327,6.73862,6.11739,1.38693,2.5,44,3835,0,2,4,3,4.0,35,30,60,Strategy ,1168,6.18572,"Action Queue
Area Majority / Influence
Grid Movement
Modular Board
Programmed Movement
Rock-Paper-Scissors
",$21.98,,,,,,
Wings of War: Burning Drachens ,https://boardgamegeek.com/boardgame/15953/wings-war-burning-drachens,1266,2005,1350,7.12225,6.11842,1.34705,1.9595,173,1196,0,2,2,2,2.0,7,20,20,War ,285,6.76564,"Action Queue
Player Elimination
Simulation
Simultaneous Action Selection
Solo / Solitaire Game
",Unknown,Thematic,431,6.37522,,,
Magnum Sal ,https://boardgamegeek.com/boardgame/73316/magnum-sal,1267,2010,1486,6.98606,6.11816,1.19755,2.9417,103,2587,0,2,4,3,3.0,64,60,120,Strategy ,1090,6.248,"Contracts
Modular Board
Pick-up and Deliver
Victory Points as a Resource
Worker Placement
",Unknown,,,,,,
Village Attacks ,https://boardgamegeek.com/boardgame/212281/village-attacks,1268,2018,1201,7.39792,6.11815,1.559,2.6,30,3361,0,1,5,1,1.0,25,30,180,Thematic,411,6.41513,"Area Movement
Cooperative Game
Dice Rolling
Modular Board
Solo / Solitaire Game
Variable Player Powers
",Unknown,,,,,,
Word on the Street ,https://boardgamegeek.com/boardgame/40990/word-street,1269,2009,2591,6.61334,6.11721,1.27104,1.3578,109,8609,5,2,2,4,4.0,34,20,20,Party ,144,6.35037,"Team-Based Game
",$59.45,,,,,,
Hues and Cues ,https://boardgamegeek.com/boardgame/302520/hues-and-cues,1270,2020,2884,6.61869,6.11823,1.41945,1.1087,46,8086,3,3,10,6,8.0,21,30,30,Party ,154,6.32264,"Communication Limits
Deduction
Score-and-Reset Game
Targeted Clues
Turn Order: Progressive
",$20.99,Family ,789,6.15689,,,
Police Precinct ,https://boardgamegeek.com/boardgame/118536/police-precinct,1271,2013,1748,6.85219,6.11689,1.41837,2.5604,91,3742,0,1,6,3,4.0,34,90,90,Thematic,442,6.35991,"Cooperative Game
Dice Rolling
Hand Management
Point to Point Movement
Variable Player Powers
",Unknown,,,,,,
Richard III: The Wars of the Roses ,https://boardgamegeek.com/boardgame/25277/richard-iii-wars-roses,1272,2009,978,7.40568,6.11716,1.29999,2.6331,139,1933,2,2,2,2,2.0,27,120,120,War ,167,6.97834,"Area Movement
Area-Impulse
Campaign / Battle Card Driven
Dice Rolling
Hand Management
Secret Unit Deployment
",$69.99,,,,,,
My First Stone Age ,https://boardgamegeek.com/boardgame/191004/my-first-stone-age,1273,2016,2590,6.63891,6.1171,1.30689,1.125,64,12978,11,2,4,3,4.0,36,15,15,Children's ,33,6.55618,"Memory
Set Collection
",$41.59,,,,,,
Kokoro: Avenue of the Kodama ,https://boardgamegeek.com/boardgame/227758/kokoro-avenue-kodama,1274,2017,2012,6.73384,6.11646,1.19282,1.5294,34,10599,0,1,8,2,2.0,30,15,15,Family ,671,6.23819,"Bingo
Line Drawing
Network and Route Building
Paper-and-Pencil
",$18.71,,,,,,
Don't Get Got! ,https://boardgamegeek.com/boardgame/262547/dont-get-got,1275,2018,1417,7.0085,6.11742,1.5294,1.04,25,2040,0,4,10,6,8.0,15,30,1440,Party ,101,6.5064,"Acting
Hidden Roles
",Unknown,,,,,,
Welcome to New Las Vegas ,https://boardgamegeek.com/boardgame/281075/welcome-new-las-vegas,1276,2020,1899,6.78197,6.11558,1.43088,2.8542,48,8909,1,1,9,3,4.0,21,35,35,Strategy ,1129,6.21369,"Bingo
Contracts
Paper-and-Pencil
Pattern Building
Simultaneous Action Selection
Solo / Solitaire Game
",$33.09,Family ,678,6.23612,,,
My City: Roll & Build ,https://boardgamegeek.com/boardgame/351476/my-city-roll-build,1277,2022,1184,7.19205,6.12568,1.17176,1.4348,23,17606,0,1,6,2,3.0,17,30,30,,,,"Dice Rolling
Grid Coverage
Paper-and-Pencil
Scenario / Mission / Campaign Game
Solo / Solitaire Game
",$26.04,,,,,,
Greed ,https://boardgamegeek.com/boardgame/151247/greed,1278,2014,2328,6.64477,6.1158,1.34441,2.0091,110,10025,1,2,5,4,4.0,58,30,30,Strategy ,1136,6.20765,"Closed Drafting
End Game Bonuses
Hand Management
Simultaneous Action Selection
Tags
Take That
",Unknown,,,,,,
Unicorn Fever ,https://boardgamegeek.com/boardgame/245658/unicorn-fever,1279,2020,1463,7.02717,6.11625,1.40845,2.2973,37,3436,1,2,6,4,4.0,32,40,40,Family ,672,6.238,"Betting and Bluffing
Loans
Race
Worker Placement
",$40.00,,,,,,
Valdora ,https://boardgamegeek.com/boardgame/40769/valdora,1280,2009,1980,6.795,6.11482,1.23894,2.2778,144,4009,2,3,5,4,4.0,20,60,60,Family ,680,6.23513,"Open Drafting
Pick-up and Deliver
Point to Point Movement
Set Collection
",$61.00,,,,,,
Godzilla: Tokyo Clash ,https://boardgamegeek.com/boardgame/303051/godzilla-tokyo-clash,1281,2020,1330,7.26825,6.11649,1.33284,2.3226,31,1931,0,2,4,4,4.0,37,45,45,War ,558,6.41356,"Advantage Token
Card Play Conflict Resolution
Chaining
Hand Management
Hexagon Grid
Hidden Victory Points
",$18.90,Thematic,458,6.33914,,,
Lords of Scotland ,https://boardgamegeek.com/boardgame/67888/lords-scotland,1282,2010,2015,6.75621,6.1145,1.26926,1.9314,102,5854,0,2,5,3,3.0,52,35,35,Strategy ,1145,6.20246,"Hand Management
",Unknown,Family ,700,6.21917,,,
Tower of Babel ,https://boardgamegeek.com/boardgame/15510/tower-babel,1283,2005,2391,6.63151,6.1146,1.23525,2.3333,303,4771,2,3,5,4,4.0,62,45,45,Strategy ,1130,6.21233,"Area Majority / Influence
Auction/Bidding
Hand Management
Set Collection
",Unknown,,,,,,
Funkenschlag ,https://boardgamegeek.com/boardgame/12166/funkenschlag,1284,2001,892,7.56947,6.11457,1.51628,3.5556,63,975,2,3,6,4,5.0,14,180,180,Strategy ,1047,6.2778,"Auction/Bidding
Network and Route Building
",Unknown,,,,,,
Sea of Clouds ,https://boardgamegeek.com/boardgame/189052/sea-clouds,1285,2016,2440,6.66476,6.11431,1.25012,1.7222,54,6626,0,2,4,4,4.0,45,45,45,Family ,710,6.21255,"Hidden Victory Points
Increase Value of Unchosen Resources
Open Drafting
Push Your Luck
Set Collection
",Unknown,,,,,,
OddVille ,https://boardgamegeek.com/boardgame/123219/oddville,1286,2012,1956,6.75846,6.1143,1.13953,2.3604,111,4496,0,2,4,2,2.0,37,30,60,Strategy ,1127,6.21697,"Action Retrieval
Open Drafting
Tile Placement
Variable Player Powers
Worker Placement
",Unknown,,,,,,
Dice Throne: Season One ReRolled – Barbarian v. Moon Elf ,https://boardgamegeek.com/boardgame/322561/dice-throne-season-one-rerolled-barbarian-v-moon-e,1287,2021,866,7.59796,6.1144,1.26502,1.9091,11,2607,2,2,2,2,2.0,3,20,40,,,,"Dice Rolling
Take That
Team-Based Game
Variable Player Powers
",$29.99,,,,,,
Mage Wars Academy ,https://boardgamegeek.com/boardgame/172503/mage-wars-academy,1288,2015,1309,7.12287,6.11322,1.41409,3.0645,31,2240,0,2,2,2,2.0,12,30,30,Customizable,55,6.85244,"Dice Rolling
Variable Player Powers
",$15.99,,,,,,
Monasterium ,https://boardgamegeek.com/boardgame/317231/monasterium,1289,2020,1000,7.39369,6.11335,1.24722,3.2222,54,2860,0,2,3,3,3.0,41,60,120,Strategy ,1066,6.2633,"Dice Rolling
Grid Coverage
Open Drafting
Pattern Building
Track Movement
Worker Placement
",Unknown,,,,,,
Seas of Strife ,https://boardgamegeek.com/boardgame/225482/seas-strife,1290,2015,1048,7.28599,6.12218,1.25059,1.1818,22,9655,1,4,6,5,6.0,42,45,45,Family ,617,6.2849,"Trick-taking
",$14.79,,,,,,
Crusader Rex ,https://boardgamegeek.com/boardgame/8481/crusader-rex,1291,2005,1228,7.14431,6.11285,1.3716,2.9133,196,1838,2,2,2,2,2.0,28,180,180,War ,244,6.81841,"Campaign / Battle Card Driven
Dice Rolling
Point to Point Movement
Secret Unit Deployment
Simulation
Simultaneous Action Selection
",$69.99,,,,,,
Waste Knights: Second Edition ,https://boardgamegeek.com/boardgame/247585/waste-knights-second-edition,1292,2021,1024,7.58339,6.11356,1.57248,3.0154,65,2233,0,1,3,2,2.0,49,90,180,Thematic,415,6.41298,"Cooperative Game
Dice Rolling
Open Drafting
Pick-up and Deliver
Role Playing
Storytelling
",$63.75,,,,,,
New Amsterdam ,https://boardgamegeek.com/boardgame/128898/new-amsterdam,1293,2012,1332,7.04095,6.11314,1.33731,3.2264,106,2585,2,2,5,4,5.0,41,90,90,Strategy ,1080,6.25319,"Area Majority / Influence
Auction: Once Around
Auction/Bidding
Set Collection
Turn Order: Auction
",Unknown,,,,,,
King's Forge ,https://boardgamegeek.com/boardgame/126996/kings-forge,1294,2014,1631,6.93618,6.11086,1.42884,2.2824,85,4673,0,2,4,3,4.0,16,45,60,Family ,692,6.22685,"Deck, Bag, and Pool Building
Dice Rolling
Pattern Building
",$140.18,,,,,,
Pick Picknic ,https://boardgamegeek.com/boardgame/2569/pick-picknic,1295,2001,2714,6.5807,6.11153,1.16103,1.1942,309,12401,0,3,6,5,6.0,67,20,20,Family ,717,6.20591,"Dice Rolling
Hand Management
Simultaneous Action Selection
",Unknown,,,,,,
Conquest of Planet Earth: The Space Alien Game ,https://boardgamegeek.com/boardgame/71882/conquest-planet-earth-space-alien-game,1296,2010,1692,6.86408,6.11159,1.34224,2.2264,106,4123,0,1,4,4,4.0,29,30,90,Thematic,447,6.35442,"Action Points
Area Majority / Influence
Area Movement
Cooperative Game
Dice Rolling
Modular Board
",$64.99,,,,,,
"Gandhi: The Decolonization of British India, 1917 – 1947 ",https://boardgamegeek.com/boardgame/220588/gandhi-decolonization-british-india-1917-1947,1297,2019,668,8.02796,6.10805,1.3433,4.1818,55,1332,1,1,4,4,4.0,23,90,240,War ,92,7.18607,"Area Majority / Influence
Area Movement
Dice Rolling
Solo / Solitaire Game
Variable Phase Order
Variable Player Powers
",Unknown,,,,,,
Heimlich & Co. ,https://boardgamegeek.com/boardgame/382/heimlich-co,1298,1984,3778,6.45296,6.11079,1.30029,1.4821,307,8357,3,3,7,4,5.0,65,30,30,Family ,749,6.18505,"Hidden Roles
Roll / Spin and Move
",$15.95,,,,,,
Piece o' Cake ,https://boardgamegeek.com/boardgame/37371/piece-o-cake,1299,2008,2383,6.62672,6.11002,1.17109,1.3554,166,10416,2,2,5,4,5.0,45,20,20,Family ,709,6.21437,"Area Majority / Influence
I Cut, You Choose
Set Collection
",Unknown,,,,,,
The World of SMOG: Rise of Moloch ,https://boardgamegeek.com/boardgame/209324/world-smog-rise-moloch,1300,2018,942,7.71691,6.11108,1.63829,2.9091,33,1684,0,2,5,2,2.0,37,45,90,Thematic,392,6.45271,"Campaign / Battle Card Driven
Dice Rolling
Grid Movement
Modular Board
Team-Based Game
Variable Phase Order
",$79.90,,,,,,
Apiary ,https://boardgamegeek.com/boardgame/400314/apiary,1301,2023,972,8.02208,6.26563,1.25132,2.8136,59,3167,0,1,5,3,3.0,43,60,90,Strategy ,828,6.45175,"Income
Multi-Use Cards
Solo / Solitaire Game
Tile Placement
Variable Player Powers
Worker Placement
",$84.99,,,,,,
Kingsport Festival ,https://boardgamegeek.com/boardgame/154509/kingsport-festival,1302,2014,2377,6.65952,6.109,1.32502,2.6082,97,3600,0,2,5,4,4.0,36,90,90,Thematic,494,6.28903,"Dice Rolling
Worker Placement
Worker Placement with Dice Workers
",$42.73,Strategy ,1156,6.19261,,,
Era of Tribes ,https://boardgamegeek.com/boardgame/196354/era-tribes,1303,2019,776,7.94726,6.11014,1.49371,4.2021,94,1350,0,2,4,4,4.0,35,60,180,Strategy ,1055,6.2744,"Area Majority / Influence
Area Movement
Dice Rolling
Multiple Maps
Simulation
Tech Trees / Tech Tracks
",Unknown,,,,,,
El Gaucho ,https://boardgamegeek.com/boardgame/162823/el-gaucho,1304,2014,1786,6.79684,6.10972,1.09325,2.2308,91,4343,1,2,4,4,4.0,32,60,60,Strategy ,1124,6.2193,"Dice Rolling
Set Collection
Worker Placement
",Unknown,Family ,675,6.2372,,,
Mythic Mischief ,https://boardgamegeek.com/boardgame/342894/mythic-mischief,1305,2022,909,7.62773,6.11141,1.46469,2.5143,35,3616,0,1,2,2,2.0,33,45,90,Abstract ,112,6.45651,"Action Points
Grid Movement
Variable Player Powers
",$119.99,,,,,,
Amsterdam ,https://boardgamegeek.com/boardgame/314582/amsterdam,1306,2022,702,7.88498,6.11116,1.27143,3.4848,33,1987,0,2,4,3,3.0,28,60,120,Strategy ,1027,6.29385,"Action Points
Dice Rolling
Hand Management
Network and Route Building
Open Drafting
Pick-up and Deliver
",Unknown,,,,,,
Assyria ,https://boardgamegeek.com/boardgame/43152/assyria,1307,2009,1740,6.82463,6.1084,1.29103,2.9929,140,3752,0,2,4,4,4.0,44,45,90,Strategy ,1113,6.22823,"Hand Management
Hexagon Grid
Open Drafting
Worker Placement
",$29.99,,,,,,
"Machi Koro: Bright Lights, Big City ",https://boardgamegeek.com/boardgame/205494/machi-koro-bright-lights-big-city,1308,2016,2677,6.63791,6.10773,1.45103,1.8571,35,5605,0,2,4,3,4.0,20,30,30,Family ,750,6.18421,"Dice Rolling
Open Drafting
Random Production
",Unknown,,,,,,
Ascension: Darkness Unleashed ,https://boardgamegeek.com/boardgame/144864/ascension-darkness-unleashed,1309,2013,1006,7.38724,6.10757,1.31092,2.3103,29,8372,0,2,2,2,2.0,9,30,30,Strategy ,1107,6.23507,"Deck, Bag, and Pool Building
Hand Management
Open Drafting
",$39.99,,,,,,
Red November ,https://boardgamegeek.com/boardgame/36946/red-november,1310,2008,8035,6.28965,6.10819,1.36461,2.0727,619,13604,3,1,6,4,4.0,136,60,120,Strategy ,1279,6.10823,"Area Movement
Cooperative Game
Dice Rolling
Hand Management
Turn Order: Time Track
",Unknown,,,,,,
Now Boarding ,https://boardgamegeek.com/boardgame/231567/now-boarding,1311,2018,1337,7.02991,6.11038,1.2076,2.1739,23,3830,1,2,5,5,5.0,29,30,60,Family ,659,6.25214,"Cooperative Game
Pick-up and Deliver
Real-Time
Simultaneous Action Selection
Variable Player Powers
",Unknown,,,,,,
Age of Conan: The Strategy Board Game ,https://boardgamegeek.com/boardgame/27848/age-conan-strategy-board-game,1312,2009,2660,6.65786,6.10732,1.562,3.2727,275,3034,3,2,4,4,4.0,80,90,90,Thematic,510,6.26982,"Dice Rolling
Variable Phase Order
Variable Player Powers
",Unknown,Strategy ,1200,6.16834,,,
Warmachine Prime Mk II ,https://boardgamegeek.com/boardgame/67254/warmachine-prime-mk-ii,1313,2010,799,7.76339,6.10706,1.61347,3.7143,63,4824,0,2,2,2,2.0,12,60,60,War ,243,6.81919,"Dice Rolling
Variable Player Powers
",Unknown,Thematic,404,6.4237,,,
Unlock!: Secret Adventures – A Noside Story ,https://boardgamegeek.com/boardgame/245352/unlock-secret-adventures-noside-story,1314,2018,1284,7.02156,6.10703,1.29695,2.4444,18,1863,0,1,4,2,2.0,16,60,60,Thematic,414,6.41298,"Cooperative Game
Storytelling
",Unknown,Family ,654,6.25677,,,
PÜNCT ,https://boardgamegeek.com/boardgame/19764/punct,1315,2005,1808,6.79799,6.10558,1.42474,2.7321,168,4898,4,2,2,2,2.0,16,30,30,Abstract ,86,6.56237,"Grid Movement
Network and Route Building
",Unknown,,,,,,
1822: The Railways of Great Britain ,https://boardgamegeek.com/boardgame/193867/1822-railways-great-britain,1316,2016,575,8.17776,6.10446,1.51381,4.4286,28,2760,2,3,6,4,5.0,20,300,420,Strategy ,1013,6.29925,"Auction/Bidding
Market
Network and Route Building
Ownership
Stock Holding
Tile Placement
",Unknown,,,,,,
MicroMacro: Crime City – All In ,https://boardgamegeek.com/boardgame/364766/micromacro-crime-city-all,1317,2022,685,7.94391,6.11729,1.09331,1.25,16,5564,0,1,3,1,2.0,15,15,45,Thematic,389,6.4561,"Cooperative Game
Deduction
Scenario / Mission / Campaign Game
Solo / Solitaire Game
Team-Based Game
",$34.01,Family ,584,6.31042,,,
Pandemic: Rapid Response ,https://boardgamegeek.com/boardgame/280789/pandemic-rapid-response,1318,2019,2688,6.59526,6.10694,1.42966,2.125,48,9364,0,2,4,2,2.0,36,20,20,Family ,721,6.20177,"Contracts
Cooperative Game
Dice Rolling
Re-rolling and Locking
Real-Time
Variable Player Powers
",$14.99,,,,,,
