Title,Link,Rank,YearPublished,UsersRated,AverageRating,Baverage,StandardDeviation,AverageWeight,NumberOfWeights,NumberOfPlays,NumAwards,PCountRecomm_min,PCountRecomm_max,PCountBest_min,PCountBest_max,PCount_votes,MinPlayTime,MaxPlayTime,Category_1,RankCategory_1,ScoreCategory_1,Category_2,RankCategory_2,ScoreCategory_2,Mechanics,AmazonPrice
Jambo ,https://boardgamegeek.com/boardgame/12002/jambo,851,2004,8268,6.99344,6.6927,1.23812,2.0713,814,28250,6,2,2,2,2,88,45,45,Strategy ,554,6.7503,,,,"Action Points
Contracts
Hand Management
Set Collection
Take That
",$125.00 
Tumblin' Dice ,https://boardgamegeek.com/boardgame/16747/tumblin-dice,852,2004,4501,7.22492,6.69168,1.38586,1.0429,233,37361,0,2,6,4,4,67,20,45,Party ,35,6.9812,Family ,197,6.82334,"Dice Rolling
Flicking
",Unknown
Wizard ,https://boardgamegeek.com/boardgame/1465/wizard,853,1984,10966,6.95977,6.69159,1.40745,1.719,573,50549,1,3,6,4,5,158,45,45,Family ,240,6.73648,,,,"Betting and Bluffing
Hand Management
Predictive Bid
Trick-taking
",$7.50 
Not Alone ,https://boardgamegeek.com/boardgame/194879/not-alone,854,2016,10487,6.97372,6.69138,1.29573,1.9952,209,30566,1,3,7,4,5,162,30,45,Strategy ,583,6.71241,,,,"Deck, Bag, and Pool Building
Hand Management
Hidden Movement
Race
Simultaneous Action Selection
Team-Based Game
",Unknown
Dale of Merchants ,https://boardgamegeek.com/boardgame/176165/dale-merchants,855,2015,5399,7.18298,6.69136,1.24777,2.0823,158,18260,0,2,4,2,3,97,30,30,Strategy ,532,6.76952,Family ,217,6.79709,"Auction: Dutch
Deck, Bag, and Pool Building
Dice Rolling
Hand Management
Open Drafting
Race
",$48.89 
Great Western Trail: New Zealand ,https://boardgamegeek.com/boardgame/380607/great-western-trail-new-zealand,856,2023,1207,8.71964,6.69136,1.10677,3.9082,98,3829,0,1,4,3,3,58,75,150,Strategy ,372,6.96114,,,,"Hand Management
Solo / Solitaire Game
",$71.95 
Blue Lagoon ,https://boardgamegeek.com/boardgame/244331/blue-lagoon,857,2018,4759,7.19945,6.69115,1.13108,2.0144,139,13203,1,2,4,4,4,102,30,45,Abstract ,30,7.02395,Family ,204,6.81145,"Area Majority / Influence
Chaining
Connections
End Game Bonuses
Hexagon Grid
Network and Route Building
",$34.99 
Tammany Hall ,https://boardgamegeek.com/boardgame/30645/tammany-hall,858,2007,4160,7.28176,6.69038,1.391,2.783,235,7166,0,3,5,5,5,94,90,90,Strategy ,492,6.80523,,,,"Area Majority / Influence
Auction: Sealed Bid
Auction/Bidding
Catch the Leader
Variable Player Powers
",$29.95 
Fugitive ,https://boardgamegeek.com/boardgame/197443/fugitive,859,2017,5161,7.16281,6.68897,1.12842,1.6629,89,25066,2,2,2,2,2,53,5,20,Family ,215,6.79845,,,,"Hand Management
Hidden Movement
Memory
Secret Unit Deployment
",Unknown
Hannibal & Hamilcar ,https://boardgamegeek.com/boardgame/227460/hannibal-hamilcar,860,2018,1650,8.31151,6.6883,1.41854,3.9247,93,2355,3,2,2,2,2,26,40,200,War ,18,7.69438,,,,"Area Majority / Influence
Campaign / Battle Card Driven
Card Play Conflict Resolution
Dice Rolling
Events
Point to Point Movement
",$89.20 
Merchants Cove ,https://boardgamegeek.com/boardgame/277700/merchants-cove,861,2021,3158,7.51031,6.68787,1.44916,2.7172,99,9527,2,1,4,3,3,82,60,90,Strategy ,483,6.81332,,,,"Commodity Speculation
Dice Rolling
Rondel
Solo / Solitaire Game
Tile Placement
Turn Order: Time Track
",Unknown
Khôra: Rise of an Empire ,https://boardgamegeek.com/boardgame/299684/khora-rise-empire,862,2021,3299,7.44673,6.68767,1.19519,2.7417,120,10174,2,2,4,4,4,63,75,75,Strategy ,474,6.8266,,,,"Dice Rolling
Income
Investment
Open Drafting
Race
Simultaneous Action Selection
",$32.74 
Lords of Xidit ,https://boardgamegeek.com/boardgame/156566/lords-xidit,863,2014,6114,7.08884,6.68726,1.28044,2.65,200,11672,1,4,5,4,5,100,90,90,Strategy ,536,6.76751,,,,"Action Queue
Area Majority / Influence
Pick-up and Deliver
Point to Point Movement
Programmed Movement
Simultaneous Action Selection
",Unknown
Celestia ,https://boardgamegeek.com/boardgame/175117/celestia,864,2015,10977,6.94567,6.68683,1.21897,1.3268,257,47061,4,3,6,5,6,132,30,30,Family ,239,6.74208,,,,"Betting and Bluffing
Dice Rolling
Hidden Victory Points
Push Your Luck
",$69.80 
Circadians: First Light ,https://boardgamegeek.com/boardgame/264052/circadians-first-light,865,2019,2737,7.58922,6.6863,1.16934,3.443,149,8098,0,1,4,2,2,99,60,90,Strategy ,456,6.85489,,,,"Contracts
Dice Rolling
Events
Secret Unit Deployment
Set Collection
Variable Player Powers
",$65.22 
Tribune: Primus Inter Pares ,https://boardgamegeek.com/boardgame/30957/tribune-primus-inter-pares,866,2007,4633,7.2116,6.68613,1.18883,2.8714,420,10194,5,3,5,4,4,95,60,120,Strategy ,493,6.80486,,,,"Auction/Bidding
Hand Management
Open Drafting
Set Collection
Sudden Death Ending
Worker Placement
",Unknown
Santiago ,https://boardgamegeek.com/boardgame/8125/santiago,867,2003,5272,7.14026,6.68564,1.24255,2.49,502,13649,4,4,5,5,5,157,75,75,Strategy ,506,6.79013,,,,"Area Majority / Influence
Auction: Once Around
Auction/Bidding
Bribery
Commodity Speculation
Tile Placement
",Unknown
SpaceCorp: 2025-2300AD ,https://boardgamegeek.com/boardgame/214029/spacecorp-2025-2300ad,868,2018,2547,7.67913,6.68555,1.38461,2.96,150,7431,1,1,4,3,3,111,60,240,Strategy ,459,6.8537,,,,"Contracts
Hand Management
Point to Point Movement
Solo / Solitaire Game
",$71.46 
Detective Club ,https://boardgamegeek.com/boardgame/256788/detective-club,869,2018,3714,7.37183,6.68549,1.26168,1.2459,61,9627,8,5,8,6,7,60,45,45,Party ,34,7.00864,,,,"Roles with Asymmetric Information
Storytelling
Team-Based Game
Voting
",Unknown
Pandemic: Rising Tide ,https://boardgamegeek.com/boardgame/234671/pandemic-rising-tide,870,2017,2783,7.56738,6.68545,1.23176,2.5294,68,9351,1,1,5,3,3,41,45,45,Strategy ,471,6.8343,,,,"Action Points
Area Movement
Cooperative Game
Hand Management
Set Collection
Solo / Solitaire Game
",Unknown
Letter Jam ,https://boardgamegeek.com/boardgame/275467/letter-jam,871,2019,4514,7.20668,6.68359,1.39009,1.961,77,20301,9,3,6,6,6,81,45,45,Family ,206,6.80766,,,,"Communication Limits
Cooperative Game
",$22.95 
Star Trek: Fleet Captains ,https://boardgamegeek.com/boardgame/79127/star-trek-fleet-captains,872,2011,3310,7.47329,6.68273,1.52565,3.0598,251,5820,2,2,2,2,2,73,90,120,Thematic,148,6.96094,,,,"Action Points
Dice Rolling
Hexagon Grid
Modular Board
Tile Placement
",Unknown
Yedo ,https://boardgamegeek.com/boardgame/117915/yedo,873,2012,3775,7.36136,6.6826,1.50015,3.3417,240,7653,1,2,5,4,4,128,120,180,Thematic,176,6.88808,Strategy ,488,6.80876,"Action Queue
Auction/Bidding
Hand Management
Map Deformation
Set Collection
Worker Placement
",$128.00 
A War of Whispers ,https://boardgamegeek.com/boardgame/253499/war-whispers,874,2019,3784,7.34212,6.68257,1.31426,2.5472,106,6634,3,2,4,4,4,76,30,60,Strategy ,500,6.79558,,,,"Area Majority / Influence
Betting and Bluffing
Hidden Victory Points
Take That
Worker Placement
",$40.00 
One Deck Dungeon ,https://boardgamegeek.com/boardgame/179275/one-deck-dungeon,875,2016,10937,6.96636,6.68175,1.31784,2.0702,285,49625,4,1,2,1,1,217,30,30,Thematic,238,6.74123,,,,"Cooperative Game
Deck, Bag, and Pool Building
Dice Rolling
Melding and Splaying
Move Through Deck
Solo / Solitaire Game
",$20.99 
Reef Encounter ,https://boardgamegeek.com/boardgame/12962/reef-encounter,876,2004,5158,7.13981,6.68107,1.41517,3.6767,634,14884,5,2,4,3,3,131,60,120,Strategy ,507,6.78969,,,,"Area Majority / Influence
Commodity Speculation
Hand Management
Open Drafting
Tile Placement
",Unknown
ZÈRTZ ,https://boardgamegeek.com/boardgame/528/zertz,877,1999,4280,7.26675,6.68101,1.37085,2.7434,339,15980,3,2,2,2,2,33,30,60,Abstract ,22,7.07771,,,,"Grid Movement
Map Reduction
Set Collection
",Unknown
XCOM: The Board Game ,https://boardgamegeek.com/boardgame/163602/xcom-board-game,878,2015,8916,7.00157,6.68069,1.50225,2.9091,319,16555,5,2,4,4,4,191,60,120,Thematic,219,6.77671,,,,"Cooperative Game
Dice Rolling
Hand Management
Push Your Luck
Real-Time
Variable Player Powers
",Unknown
The White Castle ,https://boardgamegeek.com/boardgame/371942/white-castle,879,2023,1987,8.00542,6.68034,1.19144,2.9858,141,7647,0,1,4,3,3,109,80,80,Strategy ,449,6.86297,,,,"Worker Placement
Worker Placement with Dice Workers
",$39.99 
Combat Commander: Pacific ,https://boardgamegeek.com/boardgame/28181/combat-commander-pacific,880,2008,1689,8.10953,6.67874,1.64336,3.2381,168,4254,4,2,2,2,2,31,180,180,War ,11,7.75153,,,,"Campaign / Battle Card Driven
Hexagon Grid
Line of Sight
Simulation
Variable Phase Order
",Unknown
Vasco da Gama ,https://boardgamegeek.com/boardgame/41002/vasco-da-gama,881,2009,4515,7.21387,6.67869,1.32249,3.2368,380,8237,7,2,4,4,4,111,60,120,Strategy ,496,6.80017,,,,"Push Your Luck
Tile Placement
Turn Order: Claim Action
Worker Placement
",Unknown
"13 Days: The Cuban Missile Crisis, 1962 ",https://boardgamegeek.com/boardgame/177590/13-days-cuban-missile-crisis-1962,882,2016,4433,7.2276,6.67745,1.18984,2.3169,142,12543,4,2,2,2,2,53,45,45,War ,144,7.02598,Strategy ,515,6.78557,"Action/Event
Advantage Token
Area Majority / Influence
Campaign / Battle Card Driven
End Game Bonuses
Hand Management
",$39.99 
Last Bastion ,https://boardgamegeek.com/boardgame/285984/last-bastion,883,2019,3174,7.50017,6.67727,1.26671,2.6,105,12189,0,1,4,4,4,73,45,45,Strategy ,526,6.77835,,,,"Cooperative Game
Dice Rolling
Die Icon Resolution
Grid Movement
Modular Board
Move Through Deck
",Unknown
Morels ,https://boardgamegeek.com/boardgame/122298/morels,884,2012,8947,6.98612,6.67683,1.23719,1.7364,368,30520,5,2,2,2,2,89,30,30,Family ,241,6.73515,,,,"Hand Management
Open Drafting
Set Collection
",$26.95 
High Frontier 4 All ,https://boardgamegeek.com/boardgame/281655/high-frontier-4-all,885,2020,1506,8.42956,6.6763,1.7158,4.8219,320,5384,1,1,4,3,3,73,30,240,Thematic,113,7.12045,Strategy ,420,6.89821,"Auction/Bidding
Deck, Bag, and Pool Building
Hand Management
Negotiation
Network and Route Building
Pick-up and Deliver
",Unknown
Washington's War ,https://boardgamegeek.com/boardgame/38996/washingtons-war,886,2010,2563,7.60969,6.67545,1.38899,2.8759,266,5276,6,2,2,2,2,43,90,90,War ,55,7.37467,,,,"Area Majority / Influence
Campaign / Battle Card Driven
Dice Rolling
Movement Points
Point to Point Movement
Simulation
",Unknown
Scoville ,https://boardgamegeek.com/boardgame/145659/scoville,887,2014,5336,7.12611,6.67539,1.25115,2.7797,177,13174,1,2,5,4,4,98,60,90,Strategy ,547,6.75956,,,,"Auction/Bidding
Grid Movement
Once-Per-Game Abilities
Set Collection
Turn Order: Auction
",Unknown
Star Wars: The Clone Wars ,https://boardgamegeek.com/boardgame/370913/star-wars-clone-wars,888,2022,2686,7.64688,6.67469,1.14131,2.1176,85,9347,1,1,4,2,3,63,60,60,Strategy ,513,6.78593,Family ,199,6.81646,"Action Points
Cooperative Game
Die Icon Resolution
Hand Management
Point to Point Movement
Set Collection
",$47.99 
Friedrich ,https://boardgamegeek.com/boardgame/12891/friedrich,889,2004,2801,7.55935,6.67378,1.54215,3.1367,373,4655,2,3,4,4,4,106,210,210,War ,62,7.33399,,,,"Card Play Conflict Resolution
Events
Hand Management
Point to Point Movement
Secret Unit Deployment
Simulation
",Unknown
Star Wars: The Card Game ,https://boardgamegeek.com/boardgame/103886/star-wars-card-game,890,2012,5738,7.17267,6.67363,1.56308,2.9677,279,34563,2,2,2,2,2,70,30,60,Customizable,44,6.96361,,,,"Card Play Conflict Resolution
Force Commitment
Hand Management
Variable Player Powers
",Unknown
Rurik: Dawn of Kiev ,https://boardgamegeek.com/boardgame/228328/rurik-dawn-kiev,891,2019,2335,7.76921,6.67359,1.27203,3.0741,108,4595,1,1,4,4,4,78,60,120,Strategy ,465,6.84232,,,,"Area Majority / Influence
Area Movement
Auction/Bidding
Contracts
End Game Bonuses
Open Drafting
",Unknown
Clinic: Deluxe Edition ,https://boardgamegeek.com/boardgame/272739/clinic-deluxe-edition,892,2019,2487,7.64922,6.67318,1.32105,3.9945,181,6503,0,1,4,3,3,71,60,150,Strategy ,460,6.85177,,,,"Catch the Leader
Network and Route Building
Pick-up and Deliver
Simulation
Solo / Solitaire Game
Three Dimensional Movement
",$49.99 
The Lost Expedition ,https://boardgamegeek.com/boardgame/216459/lost-expedition,893,2017,6889,7.05894,6.67207,1.19632,1.8806,201,28698,4,1,3,1,1,201,30,50,Thematic,228,6.76401,,,,"Cooperative Game
Hand Management
Solo / Solitaire Game
",Unknown
Unmatched Game System ,https://boardgamegeek.com/boardgame/295564/unmatched-game-system,894,2019,1584,8.27309,6.6707,1.4324,1.9787,47,24974,0,2,2,2,2,34,20,40,Strategy ,448,6.86461,Family ,168,6.88436,"Action Points
Area Movement
Card Play Conflict Resolution
Hand Management
Line of Sight
Point to Point Movement
",$38.95 
Battle for Rokugan ,https://boardgamegeek.com/boardgame/234477/battle-rokugan,895,2017,3509,7.4125,6.67014,1.23664,2.7632,114,5368,0,3,5,4,4,85,60,90,War ,193,6.92968,Strategy ,512,6.78658,"Area Majority / Influence
Hand Management
Order Counters
Secret Unit Deployment
Variable Player Powers
",Unknown
Parade ,https://boardgamegeek.com/boardgame/56692/parade,896,2007,7596,6.99532,6.66893,1.21566,1.4608,293,41234,2,2,6,4,4,137,45,45,Family ,236,6.74597,,,,"Hand Management
Set Collection
",$20.79 
Tiny Epic Dungeons ,https://boardgamegeek.com/boardgame/331787/tiny-epic-dungeons,897,2021,3475,7.55402,6.66873,1.50785,3.0559,143,10815,0,1,4,1,2,77,30,60,Thematic,195,6.8294,Strategy ,569,6.72334,"Cooperative Game
Dice Rolling
Finale Ending
Modular Board
Solo / Solitaire Game
Tile Placement
",$35.00 
Conflict of Heroes: Awakening the Bear! – Russia 1941-42 ,https://boardgamegeek.com/boardgame/24800/conflict-heroes-awakening-bear-russia-1941-42,898,2008,3057,7.50418,6.66737,1.49287,2.9957,469,6451,12,1,2,2,2,83,120,120,War ,84,7.2238,,,,"Action Points
Dice Rolling
Hexagon Grid
Modular Board
Simulation
",Unknown
Spyrium ,https://boardgamegeek.com/boardgame/137269/spyrium,899,2013,6241,7.04333,6.66675,1.16748,2.8947,342,14371,3,2,5,4,4,138,75,75,Strategy ,553,6.75315,,,,"Auction: Dutch Priority
Events
Income
Worker Placement
",$62.99 
Forbidden Island ,https://boardgamegeek.com/boardgame/65244/forbidden-island,900,2010,49463,6.76621,6.66526,1.21184,1.7381,2169,119036,16,1,4,4,4,510,30,30,Family ,290,6.65664,,,,"Action Points
Cooperative Game
Grid Movement
Hand Management
Map Reduction
Modular Board
",$20.99 
Hyperborea ,https://boardgamegeek.com/boardgame/119788/hyperborea,901,2014,4902,7.17548,6.66513,1.37905,3.1698,265,9799,2,2,5,4,4,122,50,150,Strategy ,530,6.77016,,,,"Action Drafting
Area Majority / Influence
Deck, Bag, and Pool Building
Grid Movement
Hexagon Grid
Modular Board
",$92.99 
Abomination: The Heir of Frankenstein ,https://boardgamegeek.com/boardgame/239472/abomination-heir-frankenstein,902,2019,3143,7.46298,6.6651,1.39366,3.2602,123,6071,0,2,4,3,3,83,90,180,Thematic,169,6.91272,Strategy ,510,6.78704,"Dice Rolling
Events
Narrative Choice / Paragraph
Set Collection
Storytelling
Variable Player Powers
",$49.40 
Napoleon's Triumph ,https://boardgamegeek.com/boardgame/18098/napoleons-triumph,903,2007,1823,7.98924,6.66375,1.74954,3.6517,267,3389,3,2,4,2,2,73,180,180,War ,23,7.61493,,,,"Area Movement
Secret Unit Deployment
Simulation
",Unknown
Summoner Wars: Alliances Master Set ,https://boardgamegeek.com/boardgame/158889/summoner-wars-alliances-master-set,904,2014,1789,8.0494,6.66366,1.45133,2.7234,47,3715,1,2,2,2,2,18,45,45,Customizable,6,7.64578,,,,"Dice Rolling
Grid Movement
Hand Management
Variable Player Powers
",Unknown
Rhino Hero ,https://boardgamegeek.com/boardgame/91514/rhino-hero,905,2011,10771,6.91405,6.66321,1.19291,1.0225,222,63731,4,2,5,3,3,82,5,15,Children's ,17,6.79389,Family ,252,6.71239,"Hand Management
Lose a Turn
Score-and-Reset Game
Stacking and Balancing
",$14.99 
Container ,https://boardgamegeek.com/boardgame/26990/container,906,2007,4729,7.16073,6.66282,1.58634,3.2403,387,10188,1,4,5,5,5,118,60,90,Strategy ,528,6.77433,,,,"Auction: Sealed Bid
Auction/Bidding
Commodity Speculation
Pick-up and Deliver
Set Collection
",Unknown
Carcassonne: The City ,https://boardgamegeek.com/boardgame/12902/carcassonne-city,907,2004,4429,7.20503,6.66262,1.2601,2.2627,453,7333,1,2,4,2,3,51,30,45,Strategy ,546,6.76015,Family ,223,6.77943,"Area Majority / Influence
Tile Placement
",Unknown
Lovecraft Letter ,https://boardgamegeek.com/boardgame/198740/lovecraft-letter,908,2017,4536,7.22098,6.66179,1.39301,1.4023,87,25547,0,3,6,4,5,74,5,15,Party ,48,6.85713,,,,"Hand Management
Player Elimination
Score-and-Reset Game
",Unknown
Keep the Heroes Out! ,https://boardgamegeek.com/boardgame/333255/keep-heroes-out,909,2022,2004,8.02733,6.65923,1.35976,2.3855,83,11631,1,1,3,2,2,99,40,50,Thematic,151,6.95225,,,,"Action Retrieval
Area Movement
Cooperative Game
Deck, Bag, and Pool Building
Modular Board
Scenario / Mission / Campaign Game
",$169.99 
Clever Cubed ,https://boardgamegeek.com/boardgame/316546/clever-cubed,910,2020,2723,7.51826,6.65785,1.13162,2.4203,69,30229,1,1,4,2,2,46,30,30,Family ,185,6.84059,,,,"Dice Rolling
Paper-and-Pencil
Re-rolling and Locking
Solo / Solitaire Game
",$24.99 
Unlock!: Epic Adventures ,https://boardgamegeek.com/boardgame/294612/unlock-epic-adventures,911,2019,2092,7.75439,6.65685,1.21031,2.1875,16,6902,0,1,4,2,2,14,60,60,Thematic,127,7.06762,,,,"Cooperative Game
Real-Time
Scenario / Mission / Campaign Game
",$32.99 
Roam ,https://boardgamegeek.com/boardgame/267319/roam,912,2019,3633,7.31992,6.65669,1.10599,1.8228,79,14896,1,2,4,3,3,61,30,45,Family ,218,6.7947,,,,"Action Retrieval
Area Majority / Influence
Auction Compensation
Grid Coverage
Square Grid
",Unknown
Spyfall ,https://boardgamegeek.com/boardgame/166384/spyfall,913,2014,20883,6.78939,6.65658,1.42991,1.24,500,104241,13,4,8,6,6,215,15,15,Party ,67,6.69581,,,,"Acting
Communication Limits
Memory
Role Playing
Roles with Asymmetric Information
Targeted Clues
",$24.99 
Dinosaur World ,https://boardgamegeek.com/boardgame/317457/dinosaur-world,914,2021,3390,7.4047,6.65615,1.31959,3.275,120,6937,1,1,4,3,3,74,60,120,Thematic,177,6.88682,Strategy ,520,6.78069,"Dice Rolling
Income
Movement Points
Tile Placement
Worker Placement
",$54.56 
Thunderstone ,https://boardgamegeek.com/boardgame/53953/thunderstone,915,2009,10505,6.91289,6.65479,1.44687,2.5048,628,39695,7,1,4,3,3,165,60,60,Thematic,254,6.71367,Strategy ,606,6.68601,"Deck, Bag, and Pool Building
Delayed Purchase
Hand Management
Open Drafting
",Unknown
Werewords ,https://boardgamegeek.com/boardgame/219215/werewords,916,2017,4986,7.13391,6.65405,1.4376,1.1549,71,55155,3,4,10,6,7,47,10,10,Party ,40,6.93721,,,,"Hidden Roles
Roles with Asymmetric Information
Traitor Game
Variable Player Powers
Voting
",$12.85 
Roll Through the Ages: The Bronze Age ,https://boardgamegeek.com/boardgame/37380/roll-through-ages-bronze-age,917,2008,12029,6.85423,6.65357,1.17915,1.7813,855,76356,10,1,4,2,2,199,30,45,Strategy ,598,6.69531,Family ,258,6.70262,"Contracts
Dice Rolling
Die Icon Resolution
Events
Paper-and-Pencil
Push Your Luck
",$37.49 
Zombicide: Invader ,https://boardgamegeek.com/boardgame/248065/zombicide-invader,918,2019,2471,7.81333,6.6534,1.45595,2.3784,74,7649,0,1,6,3,3,53,60,60,Thematic,145,6.98121,Strategy ,566,6.72629,"Action Points
Cooperative Game
Dice Rolling
Modular Board
Scenario / Mission / Campaign Game
Variable Player Powers
",Unknown
Ca$h 'n Guns: Second Edition ,https://boardgamegeek.com/boardgame/155362/cah-n-guns-second-edition,919,2014,15059,6.83684,6.65328,1.27717,1.25,356,34866,5,4,8,6,8,147,30,30,Party ,66,6.72314,,,,"Open Drafting
Player Elimination
Simultaneous Action Selection
Take That
Variable Player Powers
",Unknown
Tajemnicze Domostwo ,https://boardgamegeek.com/boardgame/113997/tajemnicze-domostwo,920,2013,5310,7.11511,6.65327,1.45349,1.8389,211,21225,4,3,7,4,5,76,30,60,Thematic,201,6.81256,Party ,44,6.8833,"Communication Limits
Cooperative Game
Finale Ending
Hand Management
",$34.99 
Mahjong ,https://boardgamegeek.com/boardgame/2093/mahjong,921,1850,7386,7.04431,6.65305,1.66285,2.5735,483,31781,1,4,4,4,4,107,120,120,Abstract ,63,6.70194,,,,"Hand Management
Set Collection
",Unknown
Union Pacific ,https://boardgamegeek.com/boardgame/94/union-pacific,922,1999,4313,7.19542,6.65232,1.32711,2.5449,468,9547,5,3,6,4,5,85,90,90,Strategy ,531,6.76988,,,,"Network and Route Building
Open Drafting
Stock Holding
",Unknown
The Mind ,https://boardgamegeek.com/boardgame/244992/mind,923,2018,29403,6.77454,6.65232,1.60275,1.0727,605,171580,28,2,4,4,4,371,20,20,Party ,68,6.67481,Family ,282,6.66225,"Communication Limits
Cooperative Game
",$10.99 
